,User_ID,Tweet_time,Tweet_ID,Language,Country,Tweet,sentiment
20,271810924,Sun Nov 06 21:14:48 +0000 2016,7.95373893733e+17,en,,"Cleared again. Now about those Trump ties to Russia...#imwithher #Election2016 ""FBI Director Comey""",positive
21,52850982,Sun Nov 06 21:07:39 +0000 2016,7.9537209746e+17,en,,How about do some real investigative work like on #RudyGiulianigop &amp; #Trump ties to Russia #ImWithHer #HERstory… https://t.co/FFvUmYprta,positive
22,17693910,Sun Nov 06 21:06:11 +0000 2016,7.95371726603e+17,en,,#DonaldTrump ’s staff have taken away his Twitter account via @FortuneMagazine https://t.co/T7OvedVnsP #Election2016 #imwithher,positive
23,26173125,Sun Nov 06 21:06:05 +0000 2016,7.95371699978e+17,en,,EMAIL PROBE OVER - SUCK IT TRUMPKINS!!! #ImWithHer #Election2016 #Trump #DumpTrump,positive
24,16730964,Sun Nov 06 20:57:17 +0000 2016,7.9536948609e+17,en,,Anti semite talk?!? Really?!? https://t.co/us3y6y2BGV #ImWithHer #Election2016 #Trump2016,positive
25,220849335,Sun Nov 06 20:52:06 +0000 2016,7.9536818357e+17,en,,"WHAT WILL YOU TALK ABOUT NOW DONALD? No criminality, no smoking gun. Are you listening USA? https://t.co/aZ3wnxkxsp #Election2016 #ImWithHer",positive
26,506572608,Sun Nov 06 20:48:03 +0000 2016,7.95367161796e+17,en,,My pussy feels dirty ever since I walked past Trump Tower. #Election2016 #ImWithHer https://t.co/aUbNgAW9DQ,positive
27,915195547,Sun Nov 06 20:43:16 +0000 2016,7.95365958676e+17,en,,#Trump commercial. See how many non-white people you can count. I'll help. It's 0. #Election2016 #ImWithHer… https://t.co/R8Vr7eVknn,positive
28,758730842445185028,Sun Nov 06 20:26:00 +0000 2016,7.95361614002e+17,en,,Trump campaign and surrogates now with the new #Comey letter #Election2016 #ImWithHer https://t.co/5oKgE9dg6x,positive
29,1245177612,Sun Nov 06 20:24:44 +0000 2016,7.95361294296e+17,en,,If this year has taught me anything it's that Hilary will blow her 3-1 lead over Trump. #Election2016 #Trump2016 #ImWithHer,positive
30,919788703,Sun Nov 06 20:18:47 +0000 2016,7.95359797072e+17,en,,Trump has the self control of a damn toddler. You want him to be President? #ImWithHer #Election2016 https://t.co/cBAmtoKhRo,positive
31,414405822,Sun Nov 06 20:18:35 +0000 2016,7.95359749278e+17,en,,#Trump closing out his campaign w/ #TedNugent. The most deplorable in the #BasketOfDeplorables. #BirdsOfAFeather #ImWithHer #Election2016,positive
32,355794508,Sun Nov 06 20:03:53 +0000 2016,7.95356049155e+17,en,,Give some love to @alexfieldsUC ON like for early voting. She's dealing with Trump supporters' bullshit. #Election2016 #voteearly #ImWithHer,positive
33,773570120132202497,Sun Nov 06 19:48:23 +0000 2016,7.95352148251e+17,en,,Trump says he would cut all funding used to combat climate change  https://t.co/DD6byhOFic …  #UniteBlue #ImWithHer… https://t.co/WQ3a2iZ3ES,positive
34,24789653,Sun Nov 06 19:42:53 +0000 2016,7.95350763174e+17,en,,"The closing argument against Donald #Trump https://t.co/G8ATVn8x3j
#Election2016 #ImWithHer #NeverTrump",positive
35,32509982,Sun Nov 06 19:41:18 +0000 2016,7.95350365907e+17,en,,"You can be a good Jew or a Trump supporter, but you can't be both. #Election2016 #jaredkushner #ImWithHer https://t.co/a4FTEyyTxA",positive
36,4810153998,Sun Nov 06 19:12:38 +0000 2016,7.95343151305e+17,en,,"I strongly believe if u choose #trump and the Russians over the truth, than you are no patriot or #American. #gop #imwithHer #Election2016",positive
37,3639585377,Sun Nov 06 18:57:05 +0000 2016,7.95339235629e+17,en,,"I love it when people say Killary, cuz I'm like ""yeah, cuz she gonna KILL Trump in the polls!""😂😂😂 #lol #Election2016 #killary #imwithher",positive
38,1515235069,Sun Nov 06 18:53:40 +0000 2016,7.95338379106e+17,en,,#ImWithHer #Election2016 #Decision2016 Trump universe. Will Trump jury-rig American stats to report during State of… https://t.co/wN7ppwjrar,positive
39,842803741,Sun Nov 06 18:52:16 +0000 2016,7.95338024293e+17,en,,.@EJDionne Super scary. #Trump campaign ever closer to Orwell's Big Brother. But this is not Oceania! #ImWithHer #Election2016,positive
40,501750780,Sun Nov 06 18:12:32 +0000 2016,7.95328027002e+17,en,,The Closing Argument Against Donald Trump - https://t.co/OKxEPvnR8d - #NeverTrump #ImWithHer #AMJoy #Election2016 #CNNSOTU #ThisWeek,positive
41,1962995400,Sun Nov 06 18:10:33 +0000 2016,7.95327528496e+17,en,,Hey @JasonReitman it's my turn to make a short film! Making it reminded me of the old days! #imwithher #Election2016 https://t.co/EHo0DeilbX,positive
42,1524724332,Sun Nov 06 18:07:40 +0000 2016,7.95326800075e+17,en,,Who said the Manchurian candidate wasn't real? https://t.co/E57o6hVbCb #Election2016 #Trump Vote #StrongerTogether not #BoughtAndSold,positive
43,788336417806159873,Sun Nov 06 17:58:59 +0000 2016,7.95324614369e+17,en,,"#MAGA3X
#MAGAX3
#USA
#election2016
#ImWithHer
Donald Trump's Argument For America https://t.co/a9tbHVXFOx via @YouTube",positive
44,25436193,Sun Nov 06 17:41:33 +0000 2016,7.95320226708e+17,en,,I've Finally Had It with Trump https://t.co/ULNW3D5HrG via @esquire @ESQPolitics #election2016 #imWithHer,positive
45,32509982,Sun Nov 06 17:32:36 +0000 2016,7.95317975121e+17,en,,"You can be a good Jew OR a Trump supporter, but you can't be both. #JaredKushner #StrongerTogether #Election2016… https://t.co/4wXYyX6pnV",positive
46,1515235069,Sun Nov 06 17:21:30 +0000 2016,7.95315182847e+17,en,,#ImWithHer #WeNeedNine #DoYourJob #Election2016 #Decision2016 Our Pres a class act! Trump that!💯🇺🇸 https://t.co/41gm43kCbs,positive
47,1515235069,Sun Nov 06 17:07:02 +0000 2016,7.95311544045e+17,en,,#ImWithHer #Election2016 #Decision2016  Drama! Deflection! No one talking issues. Trump managed his campaign with n… https://t.co/NGbTfOpbzy,positive
48,595544737,Sun Nov 06 16:40:48 +0000 2016,7.95304942479e+17,en,,"#MustRead ""I Love You,But..."": What Your Trump Vote Tells My Family https://t.co/M1Q34JdkIh via @HuffPostParents #election2016 #imwithher",positive
49,2581270173,Sun Nov 06 16:40:27 +0000 2016,7.95304854416e+17,en,,@BernieSanders explaining why #Trump is an EVERYTHING disaster #imwithher #maketrumpdrumphagain #Election2016 https://t.co/auydqqwBDl,positive
50,86618876,Sun Nov 06 16:38:52 +0000 2016,7.95304453298e+17,en,,https://t.co/G19hNF53Rm #analysis  Worth reading before you vote. Be informed! #Election2016 #uspoli #MAGA #VOTE #StrongerTogether #GOP,positive
51,23474111,Sun Nov 06 16:38:25 +0000 2016,7.95304340026e+17,en,,Is it just me or does Trump seem to have that same smug arrogance about him that Bernie Madoff had? #Election2016 #TrumpPence16 #ImWithHer,positive
52,156752362,Sun Nov 06 16:23:24 +0000 2016,7.95300560631e+17,en,,EARLY VOTING BLOG: Early voting kills Trump in Nevada https://t.co/wNPdEMcVP6 @RalstonReports #Election2016 #ImWithHer #LatinoVote,positive
53,2205397102,Sun Nov 06 15:42:44 +0000 2016,7.95290327222e+17,en,,Whose Fault Will it Be WHEN #Trump Loses? #NotHis 😂#TrumpPence16 @washingtonpost #StrongerTogether #Election2016 https://t.co/9hdFQvMsQx,positive
54,19691082,Sun Nov 06 15:37:26 +0000 2016,7.95288993441e+17,en,,"Things America is better than:

1. Donald Trump
2. Dictatorships
3. Xenophobia

#Election2016 #ImWithHer",positive
55,230973760,Sun Nov 06 15:35:38 +0000 2016,7.95288542331e+17,en,,"#ChelseaClinton used #ClintonFoundation funds for personal matters.
#HillaryClinton #ImWithHer #PodestaEmails… https://t.co/6ILZMIa4r3",positive
56,260570428,Sun Nov 06 15:32:02 +0000 2016,7.95287634512e+17,en,,"Almost time for the #trump circus to fold its tents, hopefully never to be seen again....#Election2016 #ImWithHer #HRC",positive
57,203332736,Sun Nov 06 15:31:01 +0000 2016,7.95287377888e+17,en,,"His ego overrides everything else, including judgement. - @tombrokaw on Donald Trump #MeetThePress #Election2016 #ImWithHer",positive
58,17693910,Sun Nov 06 15:29:31 +0000 2016,7.9528699954e+17,en,,We already know what #DonaldTrump does when he loses: He acts like it never happened. https://t.co/vGG4xmE5pD #Election2016 #imwithher,positive
59,779399888488411136,Sun Nov 06 15:28:59 +0000 2016,7.95286865754e+17,en,,"Trump protester beaten for holding a 'Republicans against Trump' sign
#election2016 #nevertrump #strongertogether

https://t.co/k2vj4GHw4R",positive
60,14229632,Sun Nov 06 15:28:46 +0000 2016,7.95286814253e+17,en,,#Blogger #Writes #Article Attempting to Identify With #Drumpf #Voters …” by @mrbrianfirenzi https://t.co/kzBw0xIyfq #Election2016 #ImWithHer,positive
61,35672554,Sun Nov 06 15:22:10 +0000 2016,7.95285150569e+17,en,,#DonaldTrump has caused a historic drop in the stock market https://t.co/1MO9B7EqCY #election2016 #trump #trumpisdangerous #ImWithHer,positive
62,415897490,Sun Nov 06 15:15:20 +0000 2016,7.95283430498e+17,en,,#Ohio even your Gov. DOESN'T want  @realDonaldTrump ! #NeverTrump #StopTrump #ImWITHHER  #Election2016 #VoteBlue   https://t.co/A1pCVVwjPh,positive
63,597179392,Sun Nov 06 15:11:42 +0000 2016,7.95282516169e+17,en,,"""Donald Trump is a cancer on America"" - Fareed Zakaria. Could not have said it any better! #Election2016 #ImWithHer #SundayMorning #CNNSOTU",positive
64,746535277,Sun Nov 06 15:09:53 +0000 2016,7.95282061528e+17,en,,"Trump is a ""cancer on American democracy."" @FareedZakaria @CNN SLAY #Election2016 🇺🇸 #ImWithHer",positive
65,101387583,Sun Nov 06 15:06:02 +0000 2016,7.95281091431e+17,en,,I went to a #Trump rally and all I got was groped https://t.co/JTtR3VdIrj #GOTVforHRC #ImWithHer #dumptrump #Election2016 #ohio #nevada,positive
66,14229632,Sun Nov 06 14:54:01 +0000 2016,7.95278068105e+17,en,,I went to a #Drumpf rally &amp; all I got was groped https://t.co/F8icCg46G6 #Election2016 #Sexism #StandWithHer #StrongerTogether #ImWithHer,positive
67,18169981,Sun Nov 06 14:51:51 +0000 2016,7.95277522347e+17,en,,"Taking a stand on hatred and Trump: Thank you for your journalism, Jorge Ramos https://t.co/EELdldAeax #Election2016 #ImWithHer",positive
68,792820430944014336,Sun Nov 06 14:39:29 +0000 2016,7.95274410165e+17,en,,"Nebulatté would like to remind our American Trump supporters to be sure to vote Wednesday, Nov. 9th! #Election2016 #ElectionDay #ImWithHer",positive
69,54952508,Sun Nov 06 14:21:38 +0000 2016,7.95269917e+17,en,,@AlecBaldwin as Trump should run instead of the actual Donald Trump 😭🇺🇸 #ImWithHer #Election2016 #SNL,positive
70,66878859,Sun Nov 06 14:19:10 +0000 2016,7.95269298286e+17,en,,@Reince has finally swallowed the Kool Aid. He sounds more like Trump Jr. than Trump Jr. #ThisWeek #Election2016 #ImWithHer,positive
71,66878859,Sun Nov 06 14:13:40 +0000 2016,7.95267911166e+17,en,,I'm sure Jay-Z &amp; Beyonce are very concerned with what Trump thinks of them. #ThisWeek #Election2016 #ImWithHer,positive
72,212617143,Sun Nov 06 13:53:40 +0000 2016,7.95262879344e+17,en,,"Trump may be wearing a $4,000 outfit, but he's still an empty suit.

#Election2016 #TrumpPence16 #ImWithHer #p2",positive
73,215891347,Sun Nov 06 13:53:40 +0000 2016,7.9526287832e+17,en,,"Trump may be wearing a $4,000 outfit, but he's still an empty suit.

#Election2016 #TrumpPence16 #ImWithHer #p2",positive
74,229255988,Sun Nov 06 13:53:39 +0000 2016,7.95262877263e+17,en,,"Trump may be wearing a $4,000 outfit, but he's still an empty suit.

#Election2016 #TrumpPence16 #ImWithHer #p2",positive
75,415897490,Sun Nov 06 13:43:28 +0000 2016,7.9526031248e+17,en,,Much like her husband 😏 @MELANIATRUMP is NOT that BRIGHT! SMH! #NEVERTRUMP  #Election2016 #ImWITHHER #VoteBlue https://t.co/p12BJdsmb1,positive
76,113240070,Sun Nov 06 13:38:01 +0000 2016,7.95258939743e+17,en,US,Make sure to have a plan to vote by visiting https://t.co/mp6IPqkxTp ! #trump #imwithher #election2016… https://t.co/qUowQd2THZ,positive
77,3582298576,Sun Nov 06 13:26:56 +0000 2016,7.95256152108e+17,en,,"#Trump #ImWithHer #powerstruggles #politicsasusual #Election2016 #TrumpScaredOffStage - Jill Filipovic, NYT, Nov 6 https://t.co/xX1Ab2gzTV",positive
78,415897490,Sun Nov 06 13:18:16 +0000 2016,7.95253969447e+17,en,,"WANT FAILURE? 📉 Put TRUMP'S name on it!  @realDonaldTrump #NeverTrump #Election2016 #VoteTrump #VoteBlue #ImWITHHER 
https://t.co/BcNgR0oJ0z",positive
79,3582298576,Sun Nov 06 13:15:36 +0000 2016,7.95253299788e+17,en,,"#Election2016 #sexism #feminism #Trump #ImWithHer - Jill Filipovic, NYT, Nov 6 https://t.co/PsCxIb5GCg",positive
80,25436193,Sun Nov 06 13:10:08 +0000 2016,7.95251925927e+17,en,,Michael Dukakis slams Donald Trump https://t.co/P0Oj1IPBog @BostonGlobe #mapoli #Election2016 #imWithHer,positive
81,4870977142,Sun Nov 06 12:58:17 +0000 2016,7.95248944234e+17,en,,Why Donald Trump scares you so much — and why it matters https://t.co/V1oIPZ3syq  #Election2016 #ImWithHer,positive
82,246244825,Sun Nov 06 12:58:14 +0000 2016,7.95248928338e+17,en,,"Pretty sad one of their leaders is wearing a #trump hat, #imwithher #election2016 https://t.co/Q3qe940AiN",positive
83,709144993,Sun Nov 06 12:48:23 +0000 2016,7.95246450372e+17,en,,"Trump supporters attacking the news media. You know, because the 1st amendment n stuff. #Landslidecoming #ImWithHer… https://t.co/IXkDl47DE6",positive
84,705558793598472193,Sun Nov 06 12:29:07 +0000 2016,7.95241601887e+17,en,,Elon Musk on Donald Trump: ‘Just no’ https://t.co/8hxetUXnP8 #election2016 #ImwithHer #GOTV,positive
85,755584963467018240,Sun Nov 06 12:28:55 +0000 2016,7.95241550662e+17,en,,#ImWithHer #HillaryClinton FOR PRISON. #election2016 #Parents #Mothers #LGBT #Reno #NevadaGOP #SundayFunday #MAGA… https://t.co/k28TYVJSrP,positive
86,3396341632,Sun Nov 06 11:43:12 +0000 2016,7.95230047091e+17,en,,"Sure, keep believing that Donald is a straight shooter. He's trying to gaslight America. #Election2016 #ImWithHer… https://t.co/CKOwwnPXGn",positive
87,723852200485765120,Sun Nov 06 06:39:21 +0000 2016,7.95153578902e+17,en,,Protester: I was beaten for holding a 'Republicans against #Trump' sign - #imwithher2016 #ImWithHer #Election2016  https://t.co/2cOcO6Ff07,positive
88,378420614,Sun Nov 06 05:49:58 +0000 2016,7.95141152534e+17,en,,This is what happened when Donald Trump was confronted by a SIGN. #goodgrief #Election2016 #auspol #ImWithHer https://t.co/xdpJAb3Fld,positive
89,1515235069,Sun Nov 06 05:24:00 +0000 2016,7.95134616932e+17,en,,#ImWithHer #Election2016 #Decision2016 Trump suppresses free speech. What does that mean for a Trump America? Hoove… https://t.co/NiKBzxiIZ8,positive
90,1515235069,Sun Nov 06 05:22:28 +0000 2016,7.95134233518e+17,en,,#ImWithHer #WeNeedNine #DoYourJob #Election2016 #Decision2016 Trump has been out there! Why no discussion about ant… https://t.co/gf7DtN9Qqf,positive
91,1515235069,Sun Nov 06 05:21:35 +0000 2016,7.95134009928e+17,en,,#ImWithHer #WeNeedNine #DoYourJob #Election2016 #Decision2016 Is it about the ego? Trumpists think a Trump victory… https://t.co/VtwS29gy26,positive
92,1515235069,Sun Nov 06 05:19:44 +0000 2016,7.95133542607e+17,en,,#ImWithHer #Election2016 #Decision2016  Good point. Trump destroys country year 1. Spends next 3 trying to bring ba… https://t.co/2BIDxCrbxT,positive
93,1515235069,Sun Nov 06 05:16:43 +0000 2016,7.95132785602e+17,en,,#ImWithHer #Election2016 #Decision2016 I don't think a non surrogate will ever say Trump is Presidential. He doesn'… https://t.co/RbPeDZrpBl,positive
94,1515235069,Sun Nov 06 05:12:18 +0000 2016,7.95131674011e+17,en,,#ImWithHer #WeNeedNine #DoYourJob #Election2016 #Decision2016 He seems so proud of his treachery. Trump AG? https://t.co/AcR0eE96u9,positive
95,1515235069,Sun Nov 06 05:09:40 +0000 2016,7.95131010254e+17,en,,#ImWithHer #WeNeedNine #DoYourJob #Election2016 #Decision2016 November surprise? Sadly GOP surrogates embrace bad b… https://t.co/fpbpwrnlwH,positive
96,1515235069,Sun Nov 06 05:07:26 +0000 2016,7.95130449249e+17,en,,#ImWithHer #WeNeedNine #DoYourJob #Election2016 #Decision2016 Racism &amp; sexism is no longer covert thanks to GOP &amp; T… https://t.co/wG592n6ON9,positive
97,1515235069,Sun Nov 06 05:06:29 +0000 2016,7.95130211403e+17,en,,#ImWithHer #Election2016 #Decision2016 There would be a glaring contrast between a Pres Trump &amp; Pres Obama! Even ra… https://t.co/EuG3d6qDKa,positive
98,120668099,Sun Nov 06 04:06:47 +0000 2016,7.95115187074e+17,en,,You. Just. Lied Donald.  #ImWithHer #TurnoffFoxNews #VoteBlue #SayNOToTrump #Election2016 https://t.co/cin4xgaLZi,positive
99,25705615,Sun Nov 06 03:49:19 +0000 2016,7.95110791624e+17,en,,Umm... is Trump really purchasing ad space on Twitter? Get this fucking garbage off my feed #election2016 #imwithher https://t.co/oH1OiY2SDV,positive
100,559605797,Sun Nov 06 03:12:06 +0000 2016,7.95101425844e+17,en,,"Consent, explained for Donald Trump https://t.co/F7p5dI020Z via @YouTube #America #News #Vox #StopTrump #Election2016 #Vote #ImWithHer #USA",positive
101,559605797,Sun Nov 06 03:06:44 +0000 2016,7.95100071939e+17,en,,Palm Beach Post exclusive: Local woman says Trump groped her https://t.co/xgXLN7BNR3 #America #USA #Election2016 #StopTrump #ImWithHer #Vote,positive
102,312155407,Sun Nov 06 02:54:40 +0000 2016,7.95097036031e+17,en,,Moby @realDonaldTrump Is 'Actual #Sociopath https://t.co/hF4bWvnGAz via @RollingStone #nevertrump #imwithher #voteblue #election2016 #psycho,positive
103,703395533860294657,Sun Nov 06 01:17:42 +0000 2016,7.95072635785e+17,en,,BREAKING:  SECRETE SERVICE RUSHED #TRUMP OFF THE STAGE IN #RENO #NV DUE TO A THREAT IN THE CROWD #STRONGERTOGETHER… https://t.co/hBnTOA864I,positive
104,26173125,Sun Nov 06 01:07:16 +0000 2016,7.95070011082e+17,en,,think someone probably just tried to assassinate Trump in Nevada #ImWithHer #Election2016 #Outfront #MAGA,positive
105,112991062,Sun Nov 06 01:04:55 +0000 2016,7.95069418741e+17,en,,#ImWithHer Funny this #Putin wants America to vote #Trump Could #Election2016 be USAVSRUSSIA the great cold war come back #RussiaWins 😆,positive
106,463397127,Sun Nov 06 01:00:45 +0000 2016,7.95068370589e+17,en,,"#Vote people!! #ImWithHer #RepublicansForHillary #Election2016 @ElizabethBanks @missmayim @MelissaRauch 

https://t.co/goMeKc5P71",positive
107,2893534115,Sun Nov 06 00:41:54 +0000 2016,7.95063625619e+17,en,,"Vote Trump some are nice 
Dirty Mexican Rapists 
I'm a uniter

#Election2016 #ElectionDay #ImWithHer",positive
108,4928406647,Sun Nov 06 00:03:22 +0000 2016,7.950539277e+17,en,,"Insightful to compare #Trump supporters to mindless thugs who are ultimately defeated. 

#imwithher 
#Election2016 https://t.co/RJyNt9gqM8",positive
109,14229632,Sat Nov 05 23:57:00 +0000 2016,7.9505232522e+17,en,,"If #Drumpf Were #Black, #Latino, #Muslim, or #Woman…bby @baratunde https://t.co/vW4H7E2KOu #Election2016 #Politics #StandWithHer #ImWithHer",positive
110,410135192,Sat Nov 05 23:49:10 +0000 2016,7.95050354958e+17,en,,I supported Women Veterans talk Trump &amp; tell it like it is. Help us get this ad on air!  https://t.co/SEjjTBNxkV #election2016 #ImWithHer,positive
111,373109310,Sat Nov 05 23:45:36 +0000 2016,7.95049457536e+17,en,,Essentially reading for humanity: Lessons from Genocide Trump Politics -  https://t.co/r2NMVVpos2 #election2016 #trump #election #imwithher,positive
112,750411815444774912,Sat Nov 05 23:41:31 +0000 2016,7.95048428301e+17,en,,Samantha Bee's Official #Trump Thesaurus #Election2016 #ImWithHer https://t.co/SxIToP2DBO,positive
113,710219020784390144,Sat Nov 05 22:06:48 +0000 2016,7.95024592197e+17,en,,Their are 5 living Presidents. Not one of them support Trump... That should say something. #ImWithHer #Election2016 #nov8 #AmericaVotes2016,positive
114,269583363,Sat Nov 05 21:08:38 +0000 2016,7.95009955577e+17,en,,A judge just issued a restraining order against Donald Trump https://t.co/nxEyJYYWBD via @MotherJones  #election2016 #Imwithher  #bullying,positive
115,378420614,Sat Nov 05 20:45:47 +0000 2016,7.95004203265e+17,en,,The murky swamp dwellers that head up Donald Trump's transition team #Election2016 #auspol #draintheswamp #Imwithher https://t.co/GXPL75LaJe,positive
116,703332764733538304,Sat Nov 05 19:07:13 +0000 2016,7.94979400782e+17,en,,BREAKING : Donald Trump  Surges to ALL-TIME HIGH with 'HISPANICS' #Election2016 #ImWithHer  https://t.co/0KWDLI8eyU … … @RogerJStoneJr,positive
117,415107541,Sat Nov 05 18:33:27 +0000 2016,7.94970901561e+17,en,,"#Women Rise, sisters, rise. Defeat Donald Trump | Eve Ensler https://t.co/aMvc6cqACO   #StrongerTogether #Election2016",positive
118,217517332,Sat Nov 05 18:22:24 +0000 2016,7.94968120763e+17,en,CA,"You have to ❤️ @iamsambee !! All the things she has called Donald Trump. So funny! #Election2016 #Vote #ImWithHer
https://t.co/EdWqHiSIIy",positive
119,794599951565062144,Sat Nov 05 17:10:39 +0000 2016,7.94950064033e+17,en,,Check out our top reasons for why Trump is bad for LGBT.https://t.co/RdogiqWDsm  #ImWithHer #Election2016 #LGBT… https://t.co/T980Sx6EBz,positive
120,554118761,Sat Nov 05 16:54:13 +0000 2016,7.94945927853e+17,en,,Did Melania Trump lie about her immigration status? Did Trump abet her in the due process? #Election2016 #ImWithHer https://t.co/ZtpEla3cCU,positive
121,289984446,Sat Nov 05 16:47:06 +0000 2016,7.9494413957e+17,en,,"#Trump campaigned in #Tampa this morning, but his nose was in Seattle. 
#MSNBC #AMJoy #Election2016 #ImWithHer #StrongerTogether",positive
122,170063481,Sat Nov 05 16:15:52 +0000 2016,7.94936276462e+17,en,,Voting for #Trump will set this country back 100 years ... #NEVERtrump ..... #ImWithHer  .... #Election2016,positive
123,220712406,Sat Nov 05 15:19:13 +0000 2016,7.94922019901e+17,en,,"Donald Trump might have a lot of money, but he's dirt poor inside.

#Election2016 #TrumpPence16 #ImWithHer",positive
124,554118761,Sat Nov 05 15:14:44 +0000 2016,7.94920895077e+17,en,,"HRC is a first woman #POTUS candidate to get attacked by Russia, the @FBI and Trump. Pack her punch. Vote her. #ImWithHer #Election2016",positive
125,554118761,Sat Nov 05 15:08:34 +0000 2016,7.94919339518e+17,en,,America needs a woman #POTUS to whack bullies who threaten a sane and safe world and Donald Trump ain't no woman. #ImWithHer #Election2016,positive
126,2477178937,Sat Nov 05 13:55:07 +0000 2016,7.94900857234e+17,en,,Trump has unleashed a wave of anti-Semitic hatred https://t.co/9K0rP7bLgk #Election2016 #imwithher,positive
127,32317236,Sat Nov 05 13:11:10 +0000 2016,7.94889794677e+17,en,,Trump would not be POTUS. He would be Pres. of the United States of Russia! He's Putin's puppet. #Election2016 #imwithher #DemocracyInDanger,positive
128,18850761,Sat Nov 05 12:56:14 +0000 2016,7.94886038288e+17,en,,Possible silver lining of a #Trump presidency? Certainty true of his appalling candidacy https://t.co/iIzQ0dhXi5 #Election2016 #ImWithHer,positive
129,733282284678287360,Sat Nov 05 12:32:03 +0000 2016,7.94879954434e+17,en,,Please Dear God. #Election2016 #ImWithHer   Dear America: Please don’t vote for Donald Trump https://t.co/h0gAffs3Rb,positive
